size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,left,right,pair
 61, 9,28,  7,  7,   ,  greedy, 55,0.10,   0.020,"[2,3,2,2,36,9,8,28,10,5 3,6,1,13,0,7 6,12,7,3,24,6,4,26,3,6 5,1,20,32,5,16,29,22,18,11,30,6,14,34,17,25,8 23,35,0,8,8,1,6,27 6,3 3,31,21,15,5,19,33,4]","[13,2,6 5,3 3,17,2,4,5,12,8,33,15,30,34,14,28,7 6,22,3,26,18,9,32,11,27 6,6,6,8,2,1,0,6,8,7,16,24,1,19,5 3,0,31,29,25,3,8 23,4,5,21,1,35,3,36,20,10,6]","(2 3 2 2 36 9 8 28 10 5 3 6 1 13 0 7 6 12 7 3 24 6 4 26 3 6 5 1 20 32 5 16 29 22 18 11 30 6 14 34 17 25 8 23 35 0 8 8 1 6 27 6 3 3 31 21 15 5 19 33 4,13 2 6 5 3 3 17 2 4 5 12 8 33 15 30 34 14 28 7 6 22 3 26 18 9 32 11 27 6 6 6 8 2 1 0 6 8 7 16 24 1 19 5 3 0 31 29 25 3 8 23 4 5 21 1 35 3 36 20 10 6)"
 61, 9,28,  7,  7,  0,     pso, 55,0.10,   1.248,"[2,3,2,2,36,9,8,28,10,5 3,6,1,13,0,7 6,12,7,3,24,6,4,26,3,6 5,1,20,32,5,16,29,22,18,11,30,6,14,34,17,25,8 23,35,0,8,8,1,6,27 6,3 3,31,21,15,5,19,33,4]","[13,2,6 5,3 3,17,2,4,5,12,8,33,15,30,34,14,28,7 6,22,3,26,18,9,32,11,27 6,6,6,8,2,1,0,6,8,7,16,24,1,19,5 3,0,31,29,25,3,8 23,4,5,21,1,35,3,36,20,10,6]","(2 3 2 2 36 9 8 28 10 5 3 6 1 13 0 7 6 12 7 3 24 6 4 26 3 6 5 1 20 32 5 16 29 22 18 11 30 6 14 34 17 25 8 23 35 0 8 8 1 6 27 6 3 3 31 21 15 5 19 33 4,13 2 6 5 3 3 17 2 4 5 12 8 33 15 30 34 14 28 7 6 22 3 26 18 9 32 11 27 6 6 6 8 2 1 0 6 8 7 16 24 1 19 5 3 0 31 29 25 3 8 23 4 5 21 1 35 3 36 20 10 6)"
 61, 9,28,  7,  7,  0, psoPure, 55,0.10,   1.233,"[2,3,2,2,36,9,8,28,10,5 3,6,1,13,0,7 6,12,7,3,24,6,4,26,3,6 5,1,20,32,5,16,29,22,18,11,30,6,14,34,17,25,8 23,35,0,8,8,1,6,27 6,3 3,31,21,15,5,19,33,4]","[13,2,6 5,3 3,17,2,4,5,12,8,33,15,30,34,14,28,7 6,22,3,26,18,9,32,11,27 6,6,6,8,2,1,0,6,8,7,16,24,1,19,5 3,0,31,29,25,3,8 23,4,5,21,1,35,3,36,20,10,6]","(2 3 2 2 36 9 8 28 10 5 3 6 1 13 0 7 6 12 7 3 24 6 4 26 3 6 5 1 20 32 5 16 29 22 18 11 30 6 14 34 17 25 8 23 35 0 8 8 1 6 27 6 3 3 31 21 15 5 19 33 4,13 2 6 5 3 3 17 2 4 5 12 8 33 15 30 34 14 28 7 6 22 3 26 18 9 32 11 27 6 6 6 8 2 1 0 6 8 7 16 24 1 19 5 3 0 31 29 25 3 8 23 4 5 21 1 35 3 36 20 10 6)"
 61, 9,28,  7,  7,  0,psoCombS, 55,0.10,  19.123,"[2,3,2,2,36,9,8,28,10,5 3,6,1,13,0,7 6,12,7,3,24,6,4,26,3,6 5,1,20,32,5,16,29,22,18,11,30,6,14,34,17,25,8 23,35,0,8,8,1,6,27 6,3 3,31,21,15,5,19,33,4]","[13,2,6 5,3 3,17,2,4,5,12,8,33,15,30,34,14,28,7 6,22,3,26,18,9,32,11,27 6,6,6,8,2,1,0,6,8,7,16,24,1,19,5 3,0,31,29,25,3,8 23,4,5,21,1,35,3,36,20,10,6]","(2 3 2 2 36 9 8 28 10 5 3 6 1 13 0 7 6 12 7 3 24 6 4 26 3 6 5 1 20 32 5 16 29 22 18 11 30 6 14 34 17 25 8 23 35 0 8 8 1 6 27 6 3 3 31 21 15 5 19 33 4,13 2 6 5 3 3 17 2 4 5 12 8 33 15 30 34 14 28 7 6 22 3 26 18 9 32 11 27 6 6 6 8 2 1 0 6 8 7 16 24 1 19 5 3 0 31 29 25 3 8 23 4 5 21 1 35 3 36 20 10 6)"
 46, 7,28,  4,  2,   , combine, 45,0.02,   0.000,"[7,16,18,0,15,6,21,3,23,25,5,30,2,27,11,20,3,14,26,35,0,5,5 0,4,12,13,5,17,10,29,4,9,24,34,22,6,32,19,2,7,33,36,4,28,31]","[17,12,5,2,3,9,13,26,31,33,25,30,22,35,6,11,4,29,10,34,7,3,20,7,21,19,24,5,15,5 0,0,16,27,14,0,4,6,28,5,32,23,36,2,4,18]","(7 16 18 0 15 6 21 3 23 25 5 30 2 27 11 20 3 14 26 35 0 5 5 0 4 12 13 5 17 10 29 4 9 24 34 22 6 32 19 2 7 33 36 4 28 31,17 12 5 2 3 9 13 26 31 33 25 30 22 35 6 11 4 29 10 34 7 3 20 7 21 19 24 5 15 5 0 0 16 27 14 0 4 6 28 5 32 23 36 2 4 18)"
 46, 7,28,  4,  2,   ,combineS, 45,0.02,   0.001,"[7,16,18,0,15,6,21,3,23,25,5,30,2,27,11,20,3,14,26,35,0,5,5 0,4,12,13,5,17,10,29,4,9,24,34,22,6,32,19,2,7,33,36,4,28,31]","[17,12,5,2,3,9,13,26,31,33,25,30,22,35,6,11,4,29,10,34,7,3,20,7,21,19,24,5,15,5 0,0,16,27,14,0,4,6,28,5,32,23,36,2,4,18]","(7 16 18 0 15 6 21 3 23 25 5 30 2 27 11 20 3 14 26 35 0 5 5 0 4 12 13 5 17 10 29 4 9 24 34 22 6 32 19 2 7 33 36 4 28 31,17 12 5 2 3 9 13 26 31 33 25 30 22 35 6 11 4 29 10 34 7 3 20 7 21 19 24 5 15 5 0 0 16 27 14 0 4 6 28 5 32 23 36 2 4 18)"
 46, 7,28,  4,  2,   ,  greedy, 45,0.02,   0.008,"[7,16,18,0,15,6,21,3,23,25,5,30,2,27,11,20,3,14,26,35,0,5,5 0,4,12,13,5,17,10,29,4,9,24,34,22,6,32,19,2,7,33,36,4,28,31]","[17,12,5,2,3,9,13,26,31,33,25,30,22,35,6,11,4,29,10,34,7,3,20,7,21,19,24,5,15,5 0,0,16,27,14,0,4,6,28,5,32,23,36,2,4,18]","(7 16 18 0 15 6 21 3 23 25 5 30 2 27 11 20 3 14 26 35 0 5 5 0 4 12 13 5 17 10 29 4 9 24 34 22 6 32 19 2 7 33 36 4 28 31,17 12 5 2 3 9 13 26 31 33 25 30 22 35 6 11 4 29 10 34 7 3 20 7 21 19 24 5 15 5 0 0 16 27 14 0 4 6 28 5 32 23 36 2 4 18)"
 46, 7,28,  4,  2,  0,     pso, 45,0.02,   0.147,"[7,16,18,0,15,6,21,3,23,25,5,30,2,27,11,20,3,14,26,35,0,5,5 0,4,12,13,5,17,10,29,4,9,24,34,22,6,32,19,2,7,33,36,4,28,31]","[17,12,5,2,3,9,13,26,31,33,25,30,22,35,6,11,4,29,10,34,7,3,20,7,21,19,24,5,15,5 0,0,16,27,14,0,4,6,28,5,32,23,36,2,4,18]","(7 16 18 0 15 6 21 3 23 25 5 30 2 27 11 20 3 14 26 35 0 5 5 0 4 12 13 5 17 10 29 4 9 24 34 22 6 32 19 2 7 33 36 4 28 31,17 12 5 2 3 9 13 26 31 33 25 30 22 35 6 11 4 29 10 34 7 3 20 7 21 19 24 5 15 5 0 0 16 27 14 0 4 6 28 5 32 23 36 2 4 18)"
 46, 7,28,  4,  2,  0, psoPure, 45,0.02,   0.154,"[7,16,18,0,15,6,21,3,23,25,5,30,2,27,11,20,3,14,26,35,0,5,5,0 4,12,13,5,17,10,29,4,9,24,34,22,6,32,19,2,7,33,36,4,28,31]","[17,12,5,2,3,9,13,26,31,33,25,30,22,35,6,11,4,29,10,34,7,3,20,7,21,19,24,5,15,5,0,0,16,27,14,0 4,6,28,5,32,23,36,2,4,18]","(7 16 18 0 15 6 21 3 23 25 5 30 2 27 11 20 3 14 26 35 0 5 5 0 4 12 13 5 17 10 29 4 9 24 34 22 6 32 19 2 7 33 36 4 28 31,17 12 5 2 3 9 13 26 31 33 25 30 22 35 6 11 4 29 10 34 7 3 20 7 21 19 24 5 15 5 0 0 16 27 14 0 4 6 28 5 32 23 36 2 4 18)"
 46, 7,28,  4,  2,  0,psoCombS, 45,0.02,  12.738,"[7,16,18,0,15,6,21,3,23,25,5,30,2,27,11,20,3,14,26,35,0,5,5 0,4,12,13,5,17,10,29,4,9,24,34,22,6,32,19,2,7,33,36,4,28,31]","[17,12,5,2,3,9,13,26,31,33,25,30,22,35,6,11,4,29,10,34,7,3,20,7,21,19,24,5,15,5 0,0,16,27,14,0,4,6,28,5,32,23,36,2,4,18]","(7 16 18 0 15 6 21 3 23 25 5 30 2 27 11 20 3 14 26 35 0 5 5 0 4 12 13 5 17 10 29 4 9 24 34 22 6 32 19 2 7 33 36 4 28 31,17 12 5 2 3 9 13 26 31 33 25 30 22 35 6 11 4 29 10 34 7 3 20 7 21 19 24 5 15 5 0 0 16 27 14 0 4 6 28 5 32 23 36 2 4 18)"
 62,10,24,  8, 13,   , combine, 53,0.15,   0.001,"[18 27,21,6 8,0,24,0 29,20,5 6,23,12,16,17,5,30,2,5,6,7,1,7,33,10,3,6 3,14,7 2,1 8,7,26,3,8 8,9,15,4,9 6,8,2,28,22,25,6,19,4,7,32,6,11,9,6,2,31,7,13]","[23,22,2,10,7,8 8,13,0,17,19,20,7,6,5,8,6 3,7 2,9,5,25,24,7,5 6,11,7,0 29,7,15,18 27,6,21,4,30,33,3,31,26,2,9,28,2,3,12,1 8,4,32,14,6,6,1,9 6,16,6 8]","(18 27 21 6 8 0 24 0 29 20 5 6 23 12 16 17 5 30 2 5 6 7 1 7 33 10 3 6 3 14 7 2 1 8 7 26 3 8 8 9 15 4 9 6 8 2 28 22 25 6 19 4 7 32 6 11 9 6 2 31 7 13,23 22 2 10 7 8 8 13 0 17 19 20 7 6 5 8 6 3 7 2 9 5 25 24 7 5 6 11 7 0 29 7 15 18 27 6 21 4 30 33 3 31 26 2 9 28 2 3 12 1 8 4 32 14 6 6 1 9 6 16 6 8)"
 62,10,24,  8, 13,   ,combineS, 53,0.15,   0.003,"[18 27,21,6 8,0,24,0 29,20,5,6,23,12,16,17,5,30,2,5,6,7,1,7,33,10,3,6 3,14,7 2,1 8,7,26,3,8 8,9,15,4,9 6,8,2,28,22,25,6,19,4,7,32,6 11,9,6,2,31,7,13]","[23,22,2,10,7,8 8,13,0,17,19,20,7,6,5,8,6 3,7 2,9,5,25,24,7,5,6 11,7,0 29,7,15,18 27,6,21,4,30,33,3,31,26,2,9,28,2,3,12,1 8,4,32,14,6,6,1,9 6,16,6 8]","(18 27 21 6 8 0 24 0 29 20 5 6 23 12 16 17 5 30 2 5 6 7 1 7 33 10 3 6 3 14 7 2 1 8 7 26 3 8 8 9 15 4 9 6 8 2 28 22 25 6 19 4 7 32 6 11 9 6 2 31 7 13,23 22 2 10 7 8 8 13 0 17 19 20 7 6 5 8 6 3 7 2 9 5 25 24 7 5 6 11 7 0 29 7 15 18 27 6 21 4 30 33 3 31 26 2 9 28 2 3 12 1 8 4 32 14 6 6 1 9 6 16 6 8)"
 62,10,24,  8, 13,   ,  greedy, 53,0.15,   0.025,"[18 27,21,6 8,0,24,0 29,20,5,6,23,12,16,17,5,30,2,5,6,7,1,7,33,10,3,6 3,14,7 2,1 8,7,26,3,8 8,9,15,4,9 6,8,2,28,22,25,6,19,4,7,32,6 11,9,6,2,31,7,13]","[23,22,2,10,7,8 8,13,0,17,19,20,7,6,5,8,6 3,7 2,9,5,25,24,7,5,6 11,7,0 29,7,15,18 27,6,21,4,30,33,3,31,26,2,9,28,2,3,12,1 8,4,32,14,6,6,1,9 6,16,6 8]","(18 27 21 6 8 0 24 0 29 20 5 6 23 12 16 17 5 30 2 5 6 7 1 7 33 10 3 6 3 14 7 2 1 8 7 26 3 8 8 9 15 4 9 6 8 2 28 22 25 6 19 4 7 32 6 11 9 6 2 31 7 13,23 22 2 10 7 8 8 13 0 17 19 20 7 6 5 8 6 3 7 2 9 5 25 24 7 5 6 11 7 0 29 7 15 18 27 6 21 4 30 33 3 31 26 2 9 28 2 3 12 1 8 4 32 14 6 6 1 9 6 16 6 8)"
 62,10,24,  8, 13,  0,     pso, 53,0.15,   3.570,"[18 27,21,6 8,0,24,0 29,20,5 6,23,12,16,17,5,30,2,5,6,7,1,7,33,10,3,6 3,14,7 2,1 8,7,26,3,8 8,9,15,4,9 6,8,2,28,22,25,6,19,4,7,32,6,11,9,6,2,31,7,13]","[23,22,2,10,7,8 8,13,0,17,19,20,7,6,5,8,6 3,7 2,9,5,25,24,7,5 6,11,7,0 29,7,15,18 27,6,21,4,30,33,3,31,26,2,9,28,2,3,12,1 8,4,32,14,6,6,1,9 6,16,6 8]","(18 27 21 6 8 0 24 0 29 20 5 6 23 12 16 17 5 30 2 5 6 7 1 7 33 10 3 6 3 14 7 2 1 8 7 26 3 8 8 9 15 4 9 6 8 2 28 22 25 6 19 4 7 32 6 11 9 6 2 31 7 13,23 22 2 10 7 8 8 13 0 17 19 20 7 6 5 8 6 3 7 2 9 5 25 24 7 5 6 11 7 0 29 7 15 18 27 6 21 4 30 33 3 31 26 2 9 28 2 3 12 1 8 4 32 14 6 6 1 9 6 16 6 8)"
 62,10,24,  8, 13,  0, psoPure, 53,0.15,   3.647,"[18 27,21,6 8,0,24,0 29,20,5,6,23,12,16,17,5,30,2,5 6,7,1,7,33,10,3,6 3,14,7 2,1 8,7,26,3,8 8,9,15,4,9,6,8,2,28,22,25,6,19,4,7,32,6,11,9 6,2,31,7,13]","[23,22,2,10,7,8 8,13,0,17,19,20,7,6,5,8,6 3,7 2,9,5,25,24,7,5 6,11,7,0 29,7,15,18 27,6,21,4,30,33,3,31,26,2,9,28,2,3,12,1 8,4,32,14,6,6,1,9 6,16,6 8]","(18 27 21 6 8 0 24 0 29 20 5 6 23 12 16 17 5 30 2 5 6 7 1 7 33 10 3 6 3 14 7 2 1 8 7 26 3 8 8 9 15 4 9 6 8 2 28 22 25 6 19 4 7 32 6 11 9 6 2 31 7 13,23 22 2 10 7 8 8 13 0 17 19 20 7 6 5 8 6 3 7 2 9 5 25 24 7 5 6 11 7 0 29 7 15 18 27 6 21 4 30 33 3 31 26 2 9 28 2 3 12 1 8 4 32 14 6 6 1 9 6 16 6 8)"
 62,10,24,  8, 13,  0,psoCombS, 53,0.15,  19.821,"[18 27,21,6 8,0,24,0 29,20,5 6,23,12,16,17,5,30,2,5,6,7,1,7,33,10,3,6 3,14,7 2,1 8,7,26,3,8 8,9,15,4,9 6,8,2,28,22,25,6,19,4,7,32,6,11,9,6,2,31,7,13]","[23,22,2,10,7,8 8,13,0,17,19,20,7,6,5,8,6 3,7 2,9,5,25,24,7,5 6,11,7,0 29,7,15,18 27,6,21,4,30,33,3,31,26,2,9,28,2,3,12,1 8,4,32,14,6,6,1,9 6,16,6 8]","(18 27 21 6 8 0 24 0 29 20 5 6 23 12 16 17 5 30 2 5 6 7 1 7 33 10 3 6 3 14 7 2 1 8 7 26 3 8 8 9 15 4 9 6 8 2 28 22 25 6 19 4 7 32 6 11 9 6 2 31 7 13,23 22 2 10 7 8 8 13 0 17 19 20 7 6 5 8 6 3 7 2 9 5 25 24 7 5 6 11 7 0 29 7 15 18 27 6 21 4 30 33 3 31 26 2 9 28 2 3 12 1 8 4 32 14 6 6 1 9 6 16 6 8)"
 44, 4,27,  7,  3,   , combine, 41,0.07,   0.001,"[16,1,7,0,29,1,24,12,21,26,8,23,13,0,18,22,5,10,3,3,31,1 25,4,4,28,1 1,6,17,0,1,14,11,15,1,20,3 27,0,30,9,19,4]","[19,3 27,3,1,16,14,13,9,0,10,4,29,23,15,0,0,11,4,21,1 25,12,7,24,1,28,3,17,26,6,5,1,22,8,1 1,18,31,0,20,4,30,1]","(16 1 7 0 29 1 24 12 21 26 8 23 13 0 18 22 5 10 3 3 31 1 25 4 4 28 1 1 6 17 0 1 14 11 15 1 20 3 27 0 30 9 19 4,19 3 27 3 1 16 14 13 9 0 10 4 29 23 15 0 0 11 4 21 1 25 12 7 24 1 28 3 17 26 6 5 1 22 8 1 1 18 31 0 20 4 30 1)"
 44, 4,27,  7,  3,   ,combineS, 41,0.07,   0.001,"[16,1,7,0,29,1,24,12,21,26,8,23,13,0,18,22,5,10,3,3,31,1 25,4,4,28,1 1,6,17,0,1,14,11,15,1,20,3 27,0,30,9,19,4]","[19,3 27,3,1,16,14,13,9,0,10,4,29,23,15,0,0,11,4,21,1 25,12,7,24,1,28,3,17,26,6,5,1,22,8,1 1,18,31,0,20,4,30,1]","(16 1 7 0 29 1 24 12 21 26 8 23 13 0 18 22 5 10 3 3 31 1 25 4 4 28 1 1 6 17 0 1 14 11 15 1 20 3 27 0 30 9 19 4,19 3 27 3 1 16 14 13 9 0 10 4 29 23 15 0 0 11 4 21 1 25 12 7 24 1 28 3 17 26 6 5 1 22 8 1 1 18 31 0 20 4 30 1)"
 44, 4,27,  7,  3,   ,  greedy, 41,0.07,   0.011,"[16,1,7,0,29,1,24,12,21,26,8,23,13,0,18,22,5,10,3,3,31,1 25,4,4,28,1 1,6,17,0,1,14,11,15,1,20,3 27,0,30,9,19,4]","[19,3 27,3,1,16,14,13,9,0,10,4,29,23,15,0,0,11,4,21,1 25,12,7,24,1,28,3,17,26,6,5,1,22,8,1 1,18,31,0,20,4,30,1]","(16 1 7 0 29 1 24 12 21 26 8 23 13 0 18 22 5 10 3 3 31 1 25 4 4 28 1 1 6 17 0 1 14 11 15 1 20 3 27 0 30 9 19 4,19 3 27 3 1 16 14 13 9 0 10 4 29 23 15 0 0 11 4 21 1 25 12 7 24 1 28 3 17 26 6 5 1 22 8 1 1 18 31 0 20 4 30 1)"
 44, 4,27,  7,  3,  0,     pso, 41,0.07,   0.348,"[16,1,7,0,29,1,24,12,21,26,8,23,13,0,18,22,5,10,3,3,31,1 25,4,4,28,1 1,6,17,0,1,14,11,15,1,20,3 27,0,30,9,19,4]","[19,3 27,3,1,16,14,13,9,0,10,4,29,23,15,0,0,11,4,21,1 25,12,7,24,1,28,3,17,26,6,5,1,22,8,1 1,18,31,0,20,4,30,1]","(16 1 7 0 29 1 24 12 21 26 8 23 13 0 18 22 5 10 3 3 31 1 25 4 4 28 1 1 6 17 0 1 14 11 15 1 20 3 27 0 30 9 19 4,19 3 27 3 1 16 14 13 9 0 10 4 29 23 15 0 0 11 4 21 1 25 12 7 24 1 28 3 17 26 6 5 1 22 8 1 1 18 31 0 20 4 30 1)"
 44, 4,27,  7,  3,  0, psoPure, 41,0.07,   0.390,"[16,1,7,0,29,1,24,12,21,26,8,23,13,0,18,22,5,10,3,3,31,1 25,4,4,28,1 1,6,17,0,1,14,11,15,1,20,3 27,0,30,9,19,4]","[19,3 27,3,1,16,14,13,9,0,10,4,29,23,15,0,0,11,4,21,1 25,12,7,24,1,28,3,17,26,6,5,1,22,8,1 1,18,31,0,20,4,30,1]","(16 1 7 0 29 1 24 12 21 26 8 23 13 0 18 22 5 10 3 3 31 1 25 4 4 28 1 1 6 17 0 1 14 11 15 1 20 3 27 0 30 9 19 4,19 3 27 3 1 16 14 13 9 0 10 4 29 23 15 0 0 11 4 21 1 25 12 7 24 1 28 3 17 26 6 5 1 22 8 1 1 18 31 0 20 4 30 1)"
 44, 4,27,  7,  3,  0,psoCombS, 41,0.07,  10.590,"[16,1,7,0,29,1,24,12,21,26,8,23,13,0,18,22,5,10,3,3,31,1 25,4,4,28,1 1,6,17,0,1,14,11,15,1,20,3 27,0,30,9,19,4]","[19,3 27,3,1,16,14,13,9,0,10,4,29,23,15,0,0,11,4,21,1 25,12,7,24,1,28,3,17,26,6,5,1,22,8,1 1,18,31,0,20,4,30,1]","(16 1 7 0 29 1 24 12 21 26 8 23 13 0 18 22 5 10 3 3 31 1 25 4 4 28 1 1 6 17 0 1 14 11 15 1 20 3 27 0 30 9 19 4,19 3 27 3 1 16 14 13 9 0 10 4 29 23 15 0 0 11 4 21 1 25 12 7 24 1 28 3 17 26 6 5 1 22 8 1 1 18 31 0 20 4 30 1)"
 51,10,14,  5,  7,   , combine, 47,0.08,   0.001,"[6,9,9,3,19 3,20,4,17,6,21,2,18,8,2,5 2,1,4,23,0,13,12,10,0,4,4,7,2,0,16,5,7,15,9,5 8 3,8,7,2,14,5,3,11,7,1,22,8,7,6]","[6,0,20,18,7,9,8,5 2,4,5 8 3,10,9,7,14,12,21,3,4,5,0,6,1,15,16,2,2,7,5,2,7,22,17,11,19 3,6,8,3,0,2,7,4,9,1,23,13,4,8]","(6 9 9 3 19 3 20 4 17 6 21 2 18 8 2 5 2 1 4 23 0 13 12 10 0 4 4 7 2 0 16 5 7 15 9 5 8 3 8 7 2 14 5 3 11 7 1 22 8 7 6,6 0 20 18 7 9 8 5 2 4 5 8 3 10 9 7 14 12 21 3 4 5 0 6 1 15 16 2 2 7 5 2 7 22 17 11 19 3 6 8 3 0 2 7 4 9 1 23 13 4 8)"
 51,10,14,  5,  7,   ,combineS, 47,0.08,   0.001,"[6,9,9,3,19 3,20,4,17,6,21,2,18,8,2,5 2,1,4,23,0,13,12,10,0,4,4,7,2,0,16,5,7,15,9,5 8 3,8,7,2,14,5,3,11,7,1,22,8,7,6]","[6,0,20,18,7,9,8,5 2,4,5 8 3,10,9,7,14,12,21,3,4,5,0,6,1,15,16,2,2,7,5,2,7,22,17,11,19 3,6,8,3,0,2,7,4,9,1,23,13,4,8]","(6 9 9 3 19 3 20 4 17 6 21 2 18 8 2 5 2 1 4 23 0 13 12 10 0 4 4 7 2 0 16 5 7 15 9 5 8 3 8 7 2 14 5 3 11 7 1 22 8 7 6,6 0 20 18 7 9 8 5 2 4 5 8 3 10 9 7 14 12 21 3 4 5 0 6 1 15 16 2 2 7 5 2 7 22 17 11 19 3 6 8 3 0 2 7 4 9 1 23 13 4 8)"
 51,10,14,  5,  7,   ,  greedy, 47,0.08,   0.014,"[6,9,9,3,19 3,20,4,17,6,21,2,18,8,2,5 2,1,4,23,0,13,12,10,0,4,4,7,2,0,16,5,7,15,9,5 8 3,8,7,2,14,5,3,11,7,1,22,8,7,6]","[6,0,20,18,7,9,8,5 2,4,5 8 3,10,9,7,14,12,21,3,4,5,0,6,1,15,16,2,2,7,5,2,7,22,17,11,19 3,6,8,3,0,2,7,4,9,1,23,13,4,8]","(6 9 9 3 19 3 20 4 17 6 21 2 18 8 2 5 2 1 4 23 0 13 12 10 0 4 4 7 2 0 16 5 7 15 9 5 8 3 8 7 2 14 5 3 11 7 1 22 8 7 6,6 0 20 18 7 9 8 5 2 4 5 8 3 10 9 7 14 12 21 3 4 5 0 6 1 15 16 2 2 7 5 2 7 22 17 11 19 3 6 8 3 0 2 7 4 9 1 23 13 4 8)"
 51,10,14,  5,  7,  0,     pso, 47,0.08,   0.794,"[6,9,9,3,19 3,20,4,17,6,21,2,18,8,2,5 2,1,4,23,0,13,12,10,0,4,4,7,2,0,16,5,7,15,9,5 8 3,8,7,2,14,5,3,11,7,1,22,8,7,6]","[6,0,20,18,7,9,8,5 2,4,5 8 3,10,9,7,14,12,21,3,4,5,0,6,1,15,16,2,2,7,5,2,7,22,17,11,19 3,6,8,3,0,2,7,4,9,1,23,13,4,8]","(6 9 9 3 19 3 20 4 17 6 21 2 18 8 2 5 2 1 4 23 0 13 12 10 0 4 4 7 2 0 16 5 7 15 9 5 8 3 8 7 2 14 5 3 11 7 1 22 8 7 6,6 0 20 18 7 9 8 5 2 4 5 8 3 10 9 7 14 12 21 3 4 5 0 6 1 15 16 2 2 7 5 2 7 22 17 11 19 3 6 8 3 0 2 7 4 9 1 23 13 4 8)"
 51,10,14,  5,  7,  0, psoPure, 47,0.08,   0.757,"[6,9,9,3,19 3,20,4,17,6,21,2,18,8,2,5 2,1,4,23,0,13,12,10,0,4,4,7,2,0,16,5,7,15,9,5 8 3,8,7,2,14,5,3,11,7,1,22,8,7,6]","[6,0,20,18,7,9,8,5 2,4,5 8 3,10,9,7,14,12,21,3,4,5,0,6,1,15,16,2,2,7,5,2,7,22,17,11,19 3,6,8,3,0,2,7,4,9,1,23,13,4,8]","(6 9 9 3 19 3 20 4 17 6 21 2 18 8 2 5 2 1 4 23 0 13 12 10 0 4 4 7 2 0 16 5 7 15 9 5 8 3 8 7 2 14 5 3 11 7 1 22 8 7 6,6 0 20 18 7 9 8 5 2 4 5 8 3 10 9 7 14 12 21 3 4 5 0 6 1 15 16 2 2 7 5 2 7 22 17 11 19 3 6 8 3 0 2 7 4 9 1 23 13 4 8)"
 51,10,14,  5,  7,  0,psoCombS, 47,0.08,  16.256,"[6,9,9,3,19 3,20,4,17,6,21,2,18,8,2,5 2,1,4,23,0,13,12,10,0,4,4,7,2,0,16,5,7,15,9,5 8 3,8,7,2,14,5,3,11,7,1,22,8,7,6]","[6,0,20,18,7,9,8,5 2,4,5 8 3,10,9,7,14,12,21,3,4,5,0,6,1,15,16,2,2,7,5,2,7,22,17,11,19 3,6,8,3,0,2,7,4,9,1,23,13,4,8]","(6 9 9 3 19 3 20 4 17 6 21 2 18 8 2 5 2 1 4 23 0 13 12 10 0 4 4 7 2 0 16 5 7 15 9 5 8 3 8 7 2 14 5 3 11 7 1 22 8 7 6,6 0 20 18 7 9 8 5 2 4 5 8 3 10 9 7 14 12 21 3 4 5 0 6 1 15 16 2 2 7 5 2 7 22 17 11 19 3 6 8 3 0 2 7 4 9 1 23 13 4 8)"
 71,10, 7, 10, 44,   , combine, 57,0.20,   0.001,"[1,4,0 8 5,5,3,4,2 4,7 3,5,10,4,1,13,1 5,1,3 6,0,8,7,8,5,3,4,9,3,4,5,6 4,6,14,6,8,0,9 6,1,7,11,5,8,5,6 4 6,3 5,3,7,9,16,15,0,8 8,7 6,5,12,6 0,3,6,8,2]","[12,3,8,1,1,2,8,4,6,11,0 8 5,4,6 4,3,8 8,3,3,3 5,1,7 3,0,7,4,8,2 4,5,9,5,1 5,6 0,7,3,8,10,6 4 6,1,6,6,5,0,16,9,3 6,5,4,7,5,0,14,5,7 6,9 6,15,4,8,13,5]","(1 4 0 8 5 5 3 4 2 4 7 3 5 10 4 1 13 1 5 1 3 6 0 8 7 8 5 3 4 9 3 4 5 6 4 6 14 6 8 0 9 6 1 7 11 5 8 5 6 4 6 3 5 3 7 9 16 15 0 8 8 7 6 5 12 6 0 3 6 8 2,12 3 8 1 1 2 8 4 6 11 0 8 5 4 6 4 3 8 8 3 3 3 5 1 7 3 0 7 4 8 2 4 5 9 5 1 5 6 0 7 3 8 10 6 4 6 1 6 6 5 0 16 9 3 6 5 4 7 5 0 14 5 7 6 9 6 15 4 8 13 5)"
